"row_id","nivel_demanda_digital","career_span","years_since_last_release","num_releases","releases_cap20","log_tracks_last_release","genres_raw_original","genres_raw_clean","genres_ollama_input","sin_genero"
2238,"demanda_media",2,0,20,1,0.301029995663981," classical , dance , house , modern , contemporary ","classical , dance , house , modern , contemporary","Music genres: classical , dance , house , modern , contemporary",0
2239,"demanda_baja",11,0,8,0,0.301029995663981,"swiss classical piano","swiss classical piano","Music genres: swiss classical piano",0
2240,"demanda_media",3,0,20,1,1.81954393554187,"classical performance","classical performance","Music genres: classical performance",0
2241,"demanda_alta",9,4,15,0,0.301029995663981,"lgbtq+ hip hop, neo soul","lgbtq+ hip hop, neo soul","Music genres: lgbtq+ hip hop, neo soul",0
2242,"demanda_media",3,0,20,1,0.301029995663981," dance , pop ","dance , pop","Music genres: dance , pop",0
2243,"demanda_media",31,2,20,1,1.11394335230684,"acid house, chicago house, classic house, deep house, diva house","acid house, chicago house, classic house, deep house, diva house","Music genres: acid house, chicago house, classic house, deep house, diva house",0
2244,"demanda_media",60,6,2,0,0.301029995663981,"doo-wop","doo-wop","Music genres: doo-wop",0
2245,"demanda_alta",54,3,19,0,0.301029995663981,"adult standards, bubblegum pop, lounge, rock-and-roll","adult standards, bubblegum pop, lounge, rock-and-roll","Music genres: adult standards, bubblegum pop, lounge, rock-and-roll",0
2246,"demanda_media",14,0,20,1,0.301029995663981,"circuit, dutch tech house, house","circuit, dutch tech house, house","Music genres: circuit, dutch tech house, house",0
2247,"demanda_media",6,0,20,1,0.301029995663981,"melodic house, uk dance, uk house","melodic house, uk dance, uk house","Music genres: melodic house, uk dance, uk house",0
2248,"demanda_media",2,1,8,0,0.301029995663981,"background piano","background piano","Music genres: background piano",0
2249,"demanda_alta",18,2,20,1,0.301029995663981,"alternative rock, dance rock, indie rock, modern rock, rock, scottish rock","alternative rock, dance rock, indie rock, modern rock, rock, scottish rock","Music genres: alternative rock, dance rock, indie rock, modern rock, rock, scottish rock",0
2250,"demanda_alta",0,0,20,1,0.954242509439325,"classical, classical era, early romantic era","classical, classical era, early romantic era","Music genres: classical, classical era, early romantic era",0
2251,"demanda_baja",8,0,4,0,0.602059991327962," singer-songwriter , soul , modern ","singer-songwriter , soul , modern","Music genres: singer-songwriter , soul , modern",0
2252,"demanda_media",4,1,20,1,0.301029995663981,"alt z, singer-songwriter pop","alt z, singer-songwriter pop","Music genres: alt z, singer-songwriter pop",0
2253,"demanda_media",4,1,15,0,0.301029995663981,"chill dream pop, lo-fi indie","chill dream pop, lo-fi indie","Music genres: chill dream pop, lo-fi indie",0
2254,"demanda_media",3,0,20,1,0.301029995663981,"dubstep, gaming dubstep","dubstep, gaming dubstep","Music genres: dubstep, gaming dubstep",0
2255,"demanda_alta",4,0,20,1,0.301029995663981,"edm, house, stutter house","edm, house, stutter house","Music genres: edm, house, stutter house",0
2256,"demanda_baja",1,0,6,0,0.301029995663981," modern ","modern","Music genres: modern",0
2257,"demanda_media",3,0,20,1,0.301029995663981,"drum and bass, liquid funk","drum and bass, liquid funk","Music genres: drum and bass, liquid funk",0
2258,"demanda_alta",12,2,20,1,0.954242509439325,"alternative hip hop, hip hop, indiana hip hop, rap, underground hip hop","alternative hip hop, hip hop, indiana hip hop, rap, underground hip hop","Music genres: alternative hip hop, hip hop, indiana hip hop, rap, underground hip hop",0
2259,"demanda_media",18,0,20,1,1.25527250510331,"lovers rock, reggae, roots reggae","lovers rock, reggae, roots reggae","Music genres: lovers rock, reggae, roots reggae",0
2260,"demanda_media",42,18,4,0,0.477121254719662," blues , soul , traditional , blues , pop , gospel ","blues , soul , traditional , blues , pop , gospel","Music genres: blues , soul , traditional , blues , pop , gospel",0
2261,"demanda_baja",0,0,2,0,0.301029995663981,"lo-fi jazzhop","lo-fi jazzhop","Music genres: lo-fi jazzhop",0
2262,"demanda_media",4,0,9,0,0.301029995663981,"instrumental lullaby","instrumental lullaby","Music genres: instrumental lullaby",0
2263,"demanda_media",9,0,20,1,0.301029995663981,"baton rouge rap, memphis hip hop","baton rouge rap, memphis hip hop","Music genres: baton rouge rap, memphis hip hop",0
2264,"demanda_baja",5,0,14,0,0.301029995663981,"chill guitar","chill guitar","Music genres: chill guitar",0
2265,"demanda_media",7,0,19,0,0.301029995663981,"background piano","background piano","Music genres: background piano",0
2266,"demanda_media",52,4,18,0,0.477121254719662,"album rock, blues rock, british blues, classic rock, hard rock","album rock, blues rock, british blues, classic rock, hard rock","Music genres: album rock, blues rock, british blues, classic rock, hard rock",0
2267,"demanda_alta",6,0,10,0,0.301029995663981,"alternative r&b, indie soul","alternative r&b, indie soul","Music genres: alternative r&b, indie soul",0
2268,"demanda_media",5,1,10,0,0.301029995663981,"indie hip hop","indie hip hop","Music genres: indie hip hop",0
2269,"demanda_media",6,0,20,1,0.301029995663981,"folk-pop","folk-pop","Music genres: folk-pop",0
2270,"demanda_alta",12,0,20,1,1.34242268082221,"hip hop, pop rap, rap, southern hip hop, trap","hip hop, pop rap, rap, southern hip hop, trap","Music genres: hip hop, pop rap, rap, southern hip hop, trap",0
2271,"demanda_alta",8,0,20,1,0.301029995663981,"dutch hip hop, dutch rap pop","dutch hip hop, dutch rap pop","Music genres: dutch hip hop, dutch rap pop",0
2272,"demanda_media",15,6,13,0,0.301029995663981,"african rock, afropop, kwaito, south african jazz, south african pop, south african pop dance","african rock, afropop, kwaito, south african jazz, south african pop, south african pop dance","Music genres: african rock, afropop, kwaito, south african jazz, south african pop, south african pop dance",0
2273,"demanda_alta",6,1,20,1,0.301029995663981,"uk pop","uk pop","Music genres: uk pop",0
2274,"demanda_baja",2,0,10,0,0.301029995663981," modern ","modern","Music genres: modern",0
2275,"demanda_media",17,0,20,1,0.477121254719662,"swedish electropop, swedish folk pop","swedish electropop, swedish folk pop","Music genres: swedish electropop, swedish folk pop",0
2276,"demanda_media",6,0,20,1,0.301029995663981,"indie rockism, modern alternative rock","indie rockism, modern alternative rock","Music genres: indie rockism, modern alternative rock",0
2277,"demanda_alta",2,0,16,0,0.301029995663981," house ","house","Music genres: house",0
2278,"demanda_media",13,4,20,1,0.477121254719662,"chamber pop, indie rock, scottish hush, scottish indie, scottish rock","chamber pop, indie rock, scottish hush, scottish indie, scottish rock","Music genres: chamber pop, indie rock, scottish hush, scottish indie, scottish rock",0
2279,"demanda_media",5,0,14,0,0.301029995663981," classical , indie ","classical , indie","Music genres: classical , indie",0
2280,"demanda_media",13,1,20,1,0.301029995663981,"german house, german techno","german house, german techno","Music genres: german house, german techno",0
2281,"demanda_baja",2,1,9,0,0.477121254719662,"background piano","background piano","Music genres: background piano",0
2282,"demanda_media",2,0,20,1,0.301029995663981,"epa dunk, swedish eurodance","epa dunk, swedish eurodance","Music genres: epa dunk, swedish eurodance",0
2283,"demanda_media",8,0,20,1,0.301029995663981,"rap rock","rap rock","Music genres: rap rock",0
2284,"demanda_media",15,0,20,1,0.301029995663981,"dreamo, progressive post-hardcore","dreamo, progressive post-hardcore","Music genres: dreamo, progressive post-hardcore",0
2285,"demanda_baja",2,1,9,0,0.301029995663981," ambient ","ambient","Music genres: ambient",0
2286,"demanda_baja",3,0,4,0,0.301029995663981,"sleep","sleep","Music genres: sleep",0
2287,"demanda_media",6,1,16,0,0.301029995663981,"k-pop, k-pop girl group","k-pop, k-pop girl group","Music genres: k-pop, k-pop girl group",0
2288,"demanda_media",8,3,16,0,0.778151250383644,"bay area indie, progressive bluegrass","bay area indie, progressive bluegrass","Music genres: bay area indie, progressive bluegrass",0
2289,"demanda_media",5,1,11,0,0.698970004336019,"lo-fi beats","lo-fi beats","Music genres: lo-fi beats",0
2290,"demanda_media",23,0,20,1,0.301029995663981,"chamber pop, indie folk, indie rock, new americana, stomp and holler","chamber pop, indie folk, indie rock, new americana, stomp and holler","Music genres: chamber pop, indie folk, indie rock, new americana, stomp and holler",0
2291,"demanda_media",1,0,20,1,0.301029995663981,"memphis hip hop","memphis hip hop","Music genres: memphis hip hop",0
2292,"demanda_media",29,1,20,1,0.954242509439325,"palm desert scene, stoner rock","palm desert scene, stoner rock","Music genres: palm desert scene, stoner rock",0
2293,"demanda_media",18,0,20,1,0.602059991327962,"canadian hardcore, canadian metal, canadian punk, hardcore punk, indie punk","canadian hardcore, canadian metal, canadian punk, hardcore punk, indie punk","Music genres: canadian hardcore, canadian metal, canadian punk, hardcore punk, indie punk",0
2294,"demanda_alta",6,0,20,1,0.301029995663981,"corrido, corridos tumbados, sad sierreno, sierreno","corrido, corridos tumbados, sad sierreno, sierreno","Music genres: corrido, corridos tumbados, sad sierreno, sierreno",0
2295,"demanda_alta",27,3,5,0,0.301029995663981,"east coast hip hop, hip hop, neo soul, new jersey rap","east coast hip hop, hip hop, neo soul, new jersey rap","Music genres: east coast hip hop, hip hop, neo soul, new jersey rap",0
2296,"demanda_alta",5,0,20,1,0.301029995663981,"japanese teen pop","japanese teen pop","Music genres: japanese teen pop",0
2297,"demanda_media",4,0,20,1,0.301029995663981,"armenian hip hop, dutch r&b, indie r&b","armenian hip hop, dutch r&b, indie r&b","Music genres: armenian hip hop, dutch r&b, indie r&b",0
2298,"demanda_media",3,1,20,1,0.301029995663981,"guaracha","guaracha","Music genres: guaracha",0
2299,"demanda_alta",0,7,2,0,0.301029995663981,"funktronica","funktronica","Music genres: funktronica",0
2300,"demanda_media",2,0,20,1,1.38021124171161,"jazz rap","jazz rap","Music genres: jazz rap",0
2301,"demanda_alta",9,0,20,1,1.30102999566398,"atl hip hop, hip hop, rap, southern hip hop, trap","atl hip hop, hip hop, rap, southern hip hop, trap","Music genres: atl hip hop, hip hop, rap, southern hip hop, trap",0
2302,"demanda_alta",1,0,20,1,0.301029995663981,"gym phonk","gym phonk","Music genres: gym phonk",0
2303,"demanda_alta",10,0,20,1,0.301029995663981,"chicago drill, chicago rap, drill, trap","chicago drill, chicago rap, drill, trap","Music genres: chicago drill, chicago rap, drill, trap",0
2304,"demanda_media",10,1,20,1,0.301029995663981,"brostep, electronic trap, glitch hop, vapor twitch","brostep, electronic trap, glitch hop, vapor twitch","Music genres: brostep, electronic trap, glitch hop, vapor twitch",0
2305,"demanda_media",8,0,20,1,0.301029995663981,"cali rap, west coast trap","cali rap, west coast trap","Music genres: cali rap, west coast trap",0
2306,"demanda_alta",12,0,20,1,0.301029995663981,"indie pop rap, oakland hip hop, pop rap, rap","indie pop rap, oakland hip hop, pop rap, rap","Music genres: indie pop rap, oakland hip hop, pop rap, rap",0
2307,"demanda_media",5,0,20,1,0.301029995663981,"brostep, dubstep, gaming dubstep","brostep, dubstep, gaming dubstep","Music genres: brostep, dubstep, gaming dubstep",0
2308,"demanda_media",21,0,14,0,0.602059991327962,"detroit hip hop, gangster rap, hardcore hip hop, hip hop, nyc rap, pop rap, queens hip hop, rap, southern hip hop","detroit hip hop, gangster rap, hardcore hip hop, hip hop, nyc rap, pop rap, queens hip hop, rap, southern hip hop","Music genres: detroit hip hop, gangster rap, hardcore hip hop, hip hop, nyc rap, pop rap, queens hip hop, rap, southern hip hop",0
2309,"demanda_media",30,0,20,1,1.17609125905568,"jam band","jam band","Music genres: jam band",0
2310,"demanda_media",4,0,11,0,0.301029995663981," singer-songwriter ","singer-songwriter","Music genres: singer-songwriter",0
2311,"demanda_media",6,0,16,0,0.301029995663981,"contemporary country","contemporary country","Music genres: contemporary country",0
2312,"demanda_media",5,0,10,0,0.301029995663981," pop ","pop","Music genres: pop",0
2313,"demanda_media",2,0,17,0,0.301029995663981,"swedish hip hop, swedish trap pop","swedish hip hop, swedish trap pop","Music genres: swedish hip hop, swedish trap pop",0
2314,"demanda_media",6,0,20,1,0.301029995663981,"modern alternative pop","modern alternative pop","Music genres: modern alternative pop",0
2315,"demanda_alta",2,0,20,1,1.30102999566398,"classical, post-romantic era","classical, post-romantic era","Music genres: classical, post-romantic era",0
2316,"demanda_media",5,0,20,1,0.301029995663981,"background piano","background piano","Music genres: background piano",0
2317,"demanda_media",17,0,20,1,1.14612803567824,"chamber choir, choral","chamber choir, choral","Music genres: chamber choir, choral",0
2318,"demanda_baja",3,1,8,0,0.301029995663981," country ","country","Music genres: country",0
2319,"demanda_media",5,1,15,0,0.301029995663981," soul , gospel ","soul , gospel","Music genres: soul , gospel",0
2320,"demanda_alta",15,0,20,1,0.778151250383644,"eurodance, italo dance, slap house","eurodance, italo dance, slap house","Music genres: eurodance, italo dance, slap house",0
2321,"demanda_media",8,0,19,0,0.301029995663981,"afrobeats","afrobeats","Music genres: afrobeats",0
2322,"demanda_alta",9,1,20,1,0.477121254719662,"k-rap, korean r&b","k-rap, korean r&b","Music genres: k-rap, korean r&b",0
2323,"demanda_media",4,0,20,1,0.301029995663981,"ambient worship","ambient worship","Music genres: ambient worship",0
2324,"demanda_media",3,1,20,1,0.477121254719662,"k-pop","k-pop","Music genres: k-pop",0
2325,"demanda_media",3,0,7,0,0.301029995663981,"healing hz","healing hz","Music genres: healing hz",0
2326,"demanda_media",5,1,11,0,0.301029995663981,"alternative r&b, arab alternative, indie r&b, sudanese pop","alternative r&b, arab alternative, indie r&b, sudanese pop","Music genres: alternative r&b, arab alternative, indie r&b, sudanese pop",0
2327,"demanda_media",16,1,20,1,1.32221929473392,"southern gospel","southern gospel","Music genres: southern gospel",0
2328,"demanda_baja",1,0,5,0,0.301029995663981,"background piano","background piano","Music genres: background piano",0
2329,"demanda_media",7,1,20,1,0.301029995663981,"alternative r&b","alternative r&b","Music genres: alternative r&b",0
2330,"demanda_baja",2,0,19,0,0.301029995663981," house , pop ","house , pop","Music genres: house , pop",0
2331,"demanda_baja",4,0,9,0,0.301029995663981,"chill out","chill out","Music genres: chill out",0
2332,"demanda_media",2,0,20,1,0.301029995663981,"macedonian electronic","macedonian electronic","Music genres: macedonian electronic",0
2333,"demanda_media",3,0,20,1,0.301029995663981,"melbourne bounce international","melbourne bounce international","Music genres: melbourne bounce international",0
2334,"demanda_media",6,0,12,0,0.301029995663981,"miami indie","miami indie","Music genres: miami indie",0
2335,"demanda_media",14,0,6,0,0.698970004336019,"alternative hip hop, boom bap","alternative hip hop, boom bap","Music genres: alternative hip hop, boom bap",0
2336,"demanda_media",26,0,20,1,0.301029995663981,"alternative r&b, dirty south rap, memphis hip hop","alternative r&b, dirty south rap, memphis hip hop","Music genres: alternative r&b, dirty south rap, memphis hip hop",0
2337,"demanda_media",4,0,13,0,0.301029995663981,"lo-fi jazzhop","lo-fi jazzhop","Music genres: lo-fi jazzhop",0
2338,"demanda_baja",3,0,19,0,0.477121254719662,"healing hz","healing hz","Music genres: healing hz",0
2339,"demanda_media",2,1,20,1,0.602059991327962,"melodic house","melodic house","Music genres: melodic house",0
2340,"demanda_media",14,0,20,1,0.301029995663981,"edm, pop dance, progressive electro house, progressive house, trance","edm, pop dance, progressive electro house, progressive house, trance","Music genres: edm, pop dance, progressive electro house, progressive house, trance",0
2341,"demanda_media",6,0,20,1,0.301029995663981,"indie anthem-folk, modern indie folk","indie anthem-folk, modern indie folk","Music genres: indie anthem-folk, modern indie folk",0
2342,"demanda_media",25,3,20,1,0.301029995663981,"contemporary country, country, country road","contemporary country, country, country road","Music genres: contemporary country, country, country road",0
2343,"demanda_media",13,0,17,0,0.698970004336019,"electric blues, modern blues rock, rock, soul blues, texas blues","electric blues, modern blues rock, rock, soul blues, texas blues","Music genres: electric blues, modern blues rock, rock, soul blues, texas blues",0
2344,"demanda_media",14,1,20,1,0.301029995663981," electro ","electro","Music genres: electro",0
2345,"demanda_media",25,1,5,0,0.301029995663981,"neo mellow","neo mellow","Music genres: neo mellow",0
2346,"demanda_media",4,0,8,0,0.301029995663981," christian , country , rock , traditional , pop , modern , contemporary ","christian , country , rock , traditional , pop , modern , contemporary","Music genres: christian , country , rock , traditional , pop , modern , contemporary",0
2347,"demanda_baja",3,2,20,1,0.301029995663981," indie , jazz , house , funk , modern ","indie , jazz , house , funk , modern","Music genres: indie , jazz , house , funk , modern",0
2348,"demanda_media",8,0,20,1,0.301029995663981,"canadian hip hop","canadian hip hop","Music genres: canadian hip hop",0
2349,"demanda_media",10,0,14,0,0.698970004336019,"death metal, deathgrind, new wave of osdm, sludge metal","death metal, deathgrind, new wave of osdm, sludge metal","Music genres: death metal, deathgrind, new wave of osdm, sludge metal",0
2350,"demanda_media",2,0,13,0,0.301029995663981,"binaural, color noise","binaural, color noise","Music genres: binaural, color noise",0
2351,"demanda_media",5,0,18,0,0.301029995663981,"modern alternative pop","modern alternative pop","Music genres: modern alternative pop",0
2352,"demanda_alta",2,0,20,1,0.778151250383644,"modern country pop","modern country pop","Music genres: modern country pop",0
2353,"demanda_media",8,0,20,1,0.301029995663981,"focus","focus","Music genres: focus",0
2354,"demanda_media",3,0,20,1,0.477121254719662,"alt z, modern alternative pop","alt z, modern alternative pop","Music genres: alt z, modern alternative pop",0
2355,"demanda_alta",3,0,20,1,0.301029995663981,"drill francais, french hip hop, pop urbaine, r&b francais, rap francais","drill francais, french hip hop, pop urbaine, r&b francais, rap francais","Music genres: drill francais, french hip hop, pop urbaine, r&b francais, rap francais",0
2356,"demanda_media",4,0,20,1,0.477121254719662,"experimental club","experimental club","Music genres: experimental club",0
2357,"demanda_media",7,0,20,1,0.301029995663981,"uk alternative hip hop","uk alternative hip hop","Music genres: uk alternative hip hop",0
2358,"demanda_media",5,0,20,1,0.845098040014257,"swedish gangsta rap, swedish hip hop, swedish trap pop","swedish gangsta rap, swedish hip hop, swedish trap pop","Music genres: swedish gangsta rap, swedish hip hop, swedish trap pop",0
2359,"demanda_baja",1,0,6,0,0.301029995663981," dance , house ","dance , house","Music genres: dance , house",0
2360,"demanda_media",9,4,20,1,0.477121254719662,"k-rap, korean pop","k-rap, korean pop","Music genres: k-rap, korean pop",0
2361,"demanda_baja",10,0,12,0,0.778151250383644,"psychedelic doom","psychedelic doom","Music genres: psychedelic doom",0
2362,"demanda_media",5,0,15,0,0.301029995663981,"background piano","background piano","Music genres: background piano",0
2363,"demanda_media",5,0,11,0,0.477121254719662,"chain punk, modern hardcore, new jersey hardcore","chain punk, modern hardcore, new jersey hardcore","Music genres: chain punk, modern hardcore, new jersey hardcore",0
2364,"demanda_media",3,1,17,0,0.477121254719662,"korean r&b","korean r&b","Music genres: korean r&b",0
2365,"demanda_media",10,1,15,0,0.301029995663981,"gymcore, post-grunge","gymcore, post-grunge","Music genres: gymcore, post-grunge",0
2366,"demanda_media",7,23,18,0,0.602059991327962,"britpop","britpop","Music genres: britpop",0
2367,"demanda_media",18,1,20,1,1.23044892137827,"classic country pop","classic country pop","Music genres: classic country pop",0
2368,"demanda_baja",16,1,8,0,0.301029995663981," ambient ","ambient","Music genres: ambient",0
2369,"demanda_baja",1,1,7,0,0.301029995663981,"sleep","sleep","Music genres: sleep",0
2370,"demanda_baja",3,0,10,0,0.477121254719662,"background music","background music","Music genres: background music",0
2371,"demanda_media",24,1,20,1,0.301029995663981,"cologne hip hop, german hip hop, german reggae, reggae fusion","cologne hip hop, german hip hop, german reggae, reggae fusion","Music genres: cologne hip hop, german hip hop, german reggae, reggae fusion",0
2372,"demanda_media",5,1,20,1,0.301029995663981,"korean city pop","korean city pop","Music genres: korean city pop",0
2373,"demanda_alta",31,3,20,1,1.04139268515823,"jazz funk, jazz guitar, smooth jazz, soul jazz, yacht rock","jazz funk, jazz guitar, smooth jazz, soul jazz, yacht rock","Music genres: jazz funk, jazz guitar, smooth jazz, soul jazz, yacht rock",0
2374,"demanda_media",3,0,13,0,0.301029995663981,"modern country pop, texas country","modern country pop, texas country","Music genres: modern country pop, texas country",0
2375,"demanda_alta",10,1,17,0,0.698970004336019,"folk-pop, neo-singer-songwriter","folk-pop, neo-singer-songwriter","Music genres: folk-pop, neo-singer-songwriter",0
2376,"demanda_media",9,0,20,1,0.477121254719662,"electronica, future garage","electronica, future garage","Music genres: electronica, future garage",0
2377,"demanda_alta",1,0,20,1,1.75587485567249,"baroque, classical, early music, english baroque, german baroque","baroque, classical, early music, english baroque, german baroque","Music genres: baroque, classical, early music, english baroque, german baroque",0
2378,"demanda_alta",35,2,20,1,0.477121254719662,"new wave pop","new wave pop","Music genres: new wave pop",0
2379,"demanda_media",7,2,13,0,0.698970004336019,"british singer-songwriter, indie anthem-folk","british singer-songwriter, indie anthem-folk","Music genres: british singer-songwriter, indie anthem-folk",0
2380,"demanda_media",4,1,17,0,0.301029995663981,"indie r&b","indie r&b","Music genres: indie r&b",0
2381,"demanda_alta",24,0,20,1,1.04139268515823,"contemporary country, country, country road","contemporary country, country, country road","Music genres: contemporary country, country, country road",0
2382,"demanda_media",2,0,20,1,0.301029995663981,"christian hip hop, christian trap","christian hip hop, christian trap","Music genres: christian hip hop, christian trap",0
2383,"demanda_media",3,0,20,1,0.301029995663981,"uk pop","uk pop","Music genres: uk pop",0
2384,"demanda_media",16,0,20,1,0.301029995663981,"experimental ambient","experimental ambient","Music genres: experimental ambient",0
2385,"demanda_baja",2,1,4,0,0.301029995663981,"sleep","sleep","Music genres: sleep",0
2386,"demanda_media",43,3,12,0,0.301029995663981,"art rock, classic rock, folk rock, mellow gold, soft rock","art rock, classic rock, folk rock, mellow gold, soft rock","Music genres: art rock, classic rock, folk rock, mellow gold, soft rock",0
2387,"demanda_alta",15,0,18,0,0.477121254719662,"dark clubbing","dark clubbing","Music genres: dark clubbing",0
2388,"demanda_media",7,0,20,1,0.477121254719662,"german dance, german pop","german dance, german pop","Music genres: german dance, german pop",0
2389,"demanda_media",5,4,16,0,0.778151250383644,"k-pop, k-pop girl group","k-pop, k-pop girl group","Music genres: k-pop, k-pop girl group",0
2390,"demanda_media",3,1,20,1,0.477121254719662,"dubstep","dubstep","Music genres: dubstep",0
2391,"demanda_media",14,1,19,0,0.477121254719662," blues , rock , blues ","blues , rock , blues","Music genres: blues , rock , blues",0
2392,"demanda_baja",6,0,20,1,0.477121254719662,"chill out","chill out","Music genres: chill out",0
2393,"demanda_media",11,0,20,1,0.477121254719662,"psychedelic trance","psychedelic trance","Music genres: psychedelic trance",0
2394,"demanda_media",3,0,20,1,0.477121254719662,"melodic house","melodic house","Music genres: melodic house",0
2395,"demanda_alta",15,1,20,1,1.25527250510331,"east coast hip hop, hardcore hip hop","east coast hip hop, hardcore hip hop","Music genres: east coast hip hop, hardcore hip hop",0
2396,"demanda_media",43,0,20,1,0.954242509439325,"classic italian pop, italian adult pop, italian pop","classic italian pop, italian adult pop, italian pop","Music genres: classic italian pop, italian adult pop, italian pop",0
2397,"demanda_baja",27,1,20,1,0.301029995663981,"banjo","banjo","Music genres: banjo",0
2398,"demanda_baja",2,0,15,0,0.301029995663981," dance , house ","dance , house","Music genres: dance , house",0
2399,"demanda_alta",25,0,20,1,0.698970004336019,"eurodance, italo dance","eurodance, italo dance","Music genres: eurodance, italo dance",0
2400,"demanda_baja",5,1,9,0,0.301029995663981,"k-indie","k-indie","Music genres: k-indie",0
2401,"demanda_media",26,2,18,0,0.301029995663981,"alternative country, canadian singer-songwriter, folk, melancholia, nashville singer-songwriter, new americana, progressive bluegrass, singer-songwriter","alternative country, canadian singer-songwriter, folk, melancholia, nashville singer-songwriter, new americana, progressive bluegrass, singer-songwriter","Music genres: alternative country, canadian singer-songwriter, folk, melancholia, nashville singer-songwriter, new americana, progressive bluegrass, singer-songwriter",0
2402,"demanda_media",32,1,11,0,0.778151250383644,"permanent wave, pop rock, post-grunge, tempe indie","permanent wave, pop rock, post-grunge, tempe indie","Music genres: permanent wave, pop rock, post-grunge, tempe indie",0
2403,"demanda_baja",4,0,19,0,0.301029995663981,"background piano","background piano","Music genres: background piano",0
2404,"demanda_media",4,0,20,1,0.301029995663981,"indie r&b","indie r&b","Music genres: indie r&b",0
2405,"demanda_media",4,0,12,0,0.301029995663981," indie , reggae , jazz , pop ","indie , reggae , jazz , pop","Music genres: indie , reggae , jazz , pop",0
2406,"demanda_media",6,0,20,1,0.778151250383644," pop ","pop","Music genres: pop",0
2407,"demanda_media",7,0,15,0,0.301029995663981,"classic texas country, red dirt","classic texas country, red dirt","Music genres: classic texas country, red dirt",0
2408,"demanda_media",10,0,20,1,0.477121254719662,"k-rap, korean r&b","k-rap, korean r&b","Music genres: k-rap, korean r&b",0
2409,"demanda_media",5,0,15,0,0.301029995663981," rock , pop ","rock , pop","Music genres: rock , pop",0
2410,"demanda_alta",5,0,20,1,0.301029995663981,"bedroom pop, indie pop, norwegian indie, pov: indie","bedroom pop, indie pop, norwegian indie, pov: indie","Music genres: bedroom pop, indie pop, norwegian indie, pov: indie",0
2411,"demanda_media",6,1,16,0,0.301029995663981,"british soul","british soul","Music genres: british soul",0
2412,"demanda_baja",4,0,10,0,0.301029995663981," traditional , pop ","traditional , pop","Music genres: traditional , pop",0
2413,"demanda_alta",15,2,20,1,0.778151250383644,"k-pop, k-pop girl group","k-pop, k-pop girl group","Music genres: k-pop, k-pop girl group",0
2414,"demanda_media",5,0,20,1,0.301029995663981,"k-rap","k-rap","Music genres: k-rap",0
2415,"demanda_media",4,0,20,1,0.301029995663981," classical , jazz ","classical , jazz","Music genres: classical , jazz",0
2416,"demanda_media",8,2,20,1,1.57978359661681,"italian trance, progressive house, trance, uplifting trance","italian trance, progressive house, trance, uplifting trance","Music genres: italian trance, progressive house, trance, uplifting trance",0
2417,"demanda_alta",5,1,15,0,0.301029995663981,"r&b","r&b","Music genres: r&b",0
2418,"demanda_media",4,0,4,0,0.301029995663981,"background piano","background piano","Music genres: background piano",0
2419,"demanda_media",5,0,20,1,0.301029995663981,"dubstep, gaming dubstep, riddim dubstep","dubstep, gaming dubstep, riddim dubstep","Music genres: dubstep, gaming dubstep, riddim dubstep",0
2420,"demanda_alta",10,0,20,1,0.301029995663981,"gauze pop, indietronica, modern rock, pov: indie, shiver pop","gauze pop, indietronica, modern rock, pov: indie, shiver pop","Music genres: gauze pop, indietronica, modern rock, pov: indie, shiver pop",0
2421,"demanda_media",5,1,20,1,0.301029995663981," dance ","dance","Music genres: dance",0
2422,"demanda_media",33,0,20,1,1.04139268515823,"adult standards, arkansas country, classic country pop, folk rock, mellow gold, nashville sound, singer-songwriter, soft rock","adult standards, arkansas country, classic country pop, folk rock, mellow gold, nashville sound, singer-songwriter, soft rock","Music genres: adult standards, arkansas country, classic country pop, folk rock, mellow gold, nashville sound, singer-songwriter, soft rock",0
2423,"demanda_media",12,0,20,1,0.778151250383644,"k-indie, korean electropop","k-indie, korean electropop","Music genres: k-indie, korean electropop",0
2424,"demanda_media",3,0,20,1,0.301029995663981,"focus beats, lo-fi beats","focus beats, lo-fi beats","Music genres: focus beats, lo-fi beats",0
2425,"demanda_baja",2,1,3,0,0.477121254719662," ambient , modern ","ambient , modern","Music genres: ambient , modern",0
2426,"demanda_media",3,0,7,0,0.301029995663981,"american shoegaze","american shoegaze","Music genres: american shoegaze",0
2427,"demanda_baja",2,0,8,0,0.301029995663981," indie , country , rock ","indie , country , rock","Music genres: indie , country , rock",0
2428,"demanda_alta",33,2,20,1,1.11394335230684,"new wave pop, soft rock","new wave pop, soft rock","Music genres: new wave pop, soft rock",0
2429,"demanda_alta",20,0,20,1,1.11394335230684,"latin arena pop, latin pop, mexican pop","latin arena pop, latin pop, mexican pop","Music genres: latin arena pop, latin pop, mexican pop",0
2430,"demanda_alta",2,0,20,1,1,"southern hip hop","southern hip hop","Music genres: southern hip hop",0
2431,"demanda_media",16,0,15,0,0.301029995663981,"ambient post-rock","ambient post-rock","Music genres: ambient post-rock",0
2432,"demanda_baja",1,1,4,0,0.301029995663981," hip hop ","hip hop","Music genres: hip hop",0
2433,"demanda_media",3,0,15,0,0.301029995663981,"memphis hip hop","memphis hip hop","Music genres: memphis hip hop",0
2434,"demanda_media",9,0,20,1,0.477121254719662,"alt z, pop","alt z, pop","Music genres: alt z, pop",0
